course_code,course_title,credit_hours,course_desc,pre-requisite,course_objectives,course_outcomes
T802,Research Project,16,"T802 is a Research Project course, with individual research topics selected by the students related to their pathway of study. (i.e. either Software Development of Information Security and Forensics) Teaching material therefore consists of guidance on research, data analysis, project report structure and writing.",-,"The aim of T802 is to enable students to carry out a significant piece of research in the subject area of their degree, and to write up the research and conclusions in a formal dissertation. The research will have professional relevance, but may or may not be directly associated with a company or other organization.In the process of following the module, students will:Investigate in depth an issue or problem that is of professional relevance and/or personal interest to them, which may also be of relevance to an organization with which they have links  such as an employer, charity or non-governmental organization  and is of interest to the wider academic, business or professional communityDevelop their knowledge of recent research in their chosen topic, and its implications and application in different organizationsBecome competent in research methods:Develop the capacity to plan, organize and carry out an extended independent study at masters levelDemonstrate self-direction and originality in tackling and solving problemsCritically evaluate and reflect upon their own workDevelop skills in the written communication of research work at masters level.Students will learn how to develop a research proposal; carry out a literature search and write a critical review of the literature; select suitable research methods and integrate them within a research methodology; carry out research processes; analyze results to draw conclusions; and write up their research in the form of a dissertation. The students' research work will be related to their individual pathway of study (i.e. either the Software Development pathway or the Information Security and Forensics pathway).","A. Knowledge and understandingKnowledge and understanding of the conduct of research processes at MSc level, from problem definition through defining, planning and carrying out a research, to final academic writing, in a selected field relevant to the qualification sought.B. Cognitive skillsAnalyse complex situations in order to select issues or problem situations suitable for researchEvaluate other research by comparing and contrasting findings in technical journals, proceedings and reports, in order toEstablish the wider context of the issues or problems selected, andDerive research questions to be answered and/or hypotheses to be testedSelect appropriate research methods and techniques l plan a programme of researchCarry out a research programme involving the processes of observing, measuring and other forms of data collection as appropriate, making informed judgments in the absence of complete dataDeal with complex issues both systematically and creatively taking account of legal and ethical issuesSummarise and interpret observations and results, in order to produce information relevant to the research questions/hypothesesSynthesise arguments and draw conclusions from the information obtainedIdentify gaps in theory and specify further work to be carried out.Critically evaluate and reflect upon own work.C. Practical and professional skillsselect appropriate texts, journals and reports, and assess applicability to a particular workplace scenario or area of academic or professional interestevaluate the work of other researchers and appraise new developments in the area of interestidentify and define problems and issues in a professional contextselect appropriate research methodsadvocating the appropriate use of technologies and/or problem solving techniquesDesign and develop a research planCarry out research without supervisionobserve and assess resultsdraw conclusionsWrite detailed reportsOperate within the legal and ethical constraints and procedures relevant to the area of research.D. Key transferable skillsExplore the demands of the work and formulate viable proposals for meeting those demandsPlan to manage the work, and meet personal skill-development needsAdvance own knowledge and understanding through independent learningManage the work, adapting strategy to resolve a major complex problem and achieve the quality of outcomes requiredCommunicate clearly knowledge, ideas, and conclusions about the students chosen specialist area using appropriate media, for specialist and non-specialist audiences and present research outcomes in a written dissertation."
T828-A,Network Security-A,4,"With organisations increasingly dependent on their information systems, there is a greater need to ensure that the underlying network infrastructure being used by these systems is secure. This module will provide students with the knowledge, understanding and practical experience of managing secure communication across a large-scale inter-network; the practical aspects of the course will be provided using Cisco network equipment and simulators. Cisco Systems are market leaders in supplying networking equipment for the internet. They also have a well-established educational program for network professionals. T828 (parts A and B) is meant to provide students opportunity to study the important field of network security.  Student will also be expected to undertake individual research to contextualise the Cisco studies in the broader security management environment, which will be accomplished in tandem with CISSP (certified information systems security professional) principles",-,"The T828 (parts A and B) module aims to give students a holistic understanding of the fundamentals of network security together with the skills required by a network security professional. In particular, it aims to:Provide an in-depth, theoretical understanding of network security managementProvide students with the knowledge and skills necessary to design and support network securityProvide an experience-oriented course that employs industry-relevant instructional approaches to prepare students for associate-level jobs in the industryEnable students to have significant hands-on interaction with IT equipment to prepare them for certification exams and career opportunities","A. Knowledge and understandingOnce you have completed your study of this module, you will have knowledge and understanding of:Network security threatsOperations, Physical and Environmental SecurityNetwork infrastructure and devicesSecurity Architecture and DesignAuthentication, Authorisation and AuditingFirewalls, Intrusion preventionB. Cognitive skillsOnce you have completed your study of this module, you will have the ability to:Integrate knowledge and skills from various sources into a coherent whole, making the appropriate abstractionsDeal with complex issues both systematically and creatively, making informed judgements in the absence of complete dataCritically evaluate and reflect upon your own workSolve problems using network modelling tools and real equipment.C. Practical and professional skillsOnce you have completed your study of this module, you will have the professional skills to:Prepare cases advocating the appropriate use of advanced security technologiesPrepare to gain industry-recognised certification.D.Key transferable skillsOnce you have completed your study of this module, you will also be able to:Develop your problem-solving skills and apply them independently to professional or equivalent level tasks/projects/functionsWork with others to refine your ideas, leading to an improved understanding of key concepts within the computing systems contextBuild and maintain advanced networks using Cisco equipment."
T828-B,Network Security-B,4,"With organisations increasingly dependent on their information systems, there is a greater need to ensure that the underlying network infrastructure being used by these systems is secure. This module will provide students with the knowledge, understanding and practical experience of managing secure communication across a large-scale inter-network; the practical aspects of the course will be provided using Cisco network equipment and simulators.  Cisco Systems are market leaders in supplying networking equipment for the internet. They also have a well-established educational program for network professionals. T828 (parts A and B) is meant to provide students opportunity to study the important field of network security.  Student will also be expected to undertake individual research to contextualise the Cisco studies in the broader security management environment, which will be accomplished in tandem with CISSP (certified information systems security professional) principles.",-,"The T828 (parts A and B) module aims to give students a holistic understanding of the fundamentals of network security together with the skills required by a network security professional. In particular, it aims to:Provide an in-depth, theoretical understanding of network security management.Provide students with the knowledge and skills necessary to design and support network securityProvide an experience-oriented course that employs industry-relevant instructional approaches to prepare students for associate-level jobs in the industryEnable students to have significant hands-on interaction with IT equipment to prepare them for certification exams and career opportunities","A. Knowledge and understandingOnce you have completed your study of this module, you will have knowledge and understanding of:Network security threatsNetwork infrastructure and devicesCryptography and virtual private networksInformation security risk managementB. Cognitive skillsOnce you have completed your study of this module, you will have the ability to:Integrate knowledge and skills from various sources into a coherent whole, making the appropriate abstractionsDeal with complex issues both systematically and creatively, making informed judgements in the absence of complete dataCritically evaluate and reflect upon your own workSolve problems using network modelling tools and real equipment.C. Practical and professional skillsOnce you have completed your study of this module, you will have the professional skills to:Prepare cases advocating the appropriate use of advanced security technologiesPrepare to gain industry-recognised certification.D.Key transferable skillsOnce you have completed your study of this module, you will also be able to:Develop your problem-solving skills and apply them independently to professional or equivalent level tasks/projects/functionsWork with others to refine your ideas, leading to an improved understanding of key concepts within the computing systems contextBuild and maintain advanced networks using Cisco equipment."
TM103,Computer Organization and Architecture,4,This module offers a clear and comprehensive survey about computer organization and architecture. It introduces the inner workings of a modern digital computer through an integrated presentation of fundamental concepts and principles,EL111,To emphasize on the concept of computer organization.To emphasize on the concept computer architecture.To comprehend the different core concepts behind the hardware layer of a computer system.To recognize the mathematical concepts of the low level computer structure (circuits and gates).To know the processor's instruction sets architecture and implementation.To recognize the memory organization concept and methods,"A. Knowledge and understandingThe module provides student with an understanding of:Historical developments of computers.The Von-Neumann Model.Data representation and arithmetic in Computer Systems.Boolean Algebra and Digital Logic.Assembly language of an intuitive architecture (MARIE).Memory organization and addressing modes.Cache memory mapping Schemes.B. Cognitive skillsTo be able toIdentify the different parts of any computer system and understand their roles.Understand the instruction set of any modern computer system.Evaluate the performance of modern computer systems.C. Practical and professional skillsTo be able toHave an awareness of the process of designing, writing and testing MARIE assembly programs.Use low level programming skills appropriate to a task.Ability to use the MARIE and data path simulator software.D. Key transferable skillsTo be able toInteract effectively within a group using electronic conferencing techniques.Contribute to discussions on a conference.Improve own learning and performance.Communicate effectively about testing strategies, design and low level codes.Use electronic media (the web and electronic conferencing) for information retrieval and communication."
TM105,Introduction to Programming Using Java,4,"This module is an introductory level programming module and it is meant to provide basic foundation in computer programming to students. Students will learn how to develop solutions (algorithms) using pseudocode to solve simple problems. Thereafter, they will learn how to implement these solutions using a programming language (Java). This module serves as foundation for second level programming modules.",EL111,"The module aims to:Introduce the technique of solving simple problems using pseudocode.Introduce Java programming via writing, compiling and executing simple programs.Present how to store and deal with data including variables, constants, and expressions.Cover deeply the concepts of program control structure and illustrate each concept with a diagrammatic notation using UML.Present how these concepts are implemented in Java.Introduce the concept of modularization and how to write Java methods.Present how to deal with basic data structures like strings, arrays and two dimensional arrays.","A. Knowledge and understandingAfter studying the module,the student will be able to:Understanding of the design and programming processesKnowledge of the main constructs and mechanisms in programming using Java language.Understanding of the techniques used in developing a medium Java application.Understanding of the basic data structures like strings, arrays and two dimensional arrays.B. Cognitive skillsAfter studying the module,the student should be able to:Describe and apply key concepts and techniques in software design and development.Analyse and abstract away from the details of a problem.Design and formulate an appropriate solution to a problem and evaluate it.Deal professionally with the basic data structures.C. Practical and professional skillsAfter studying the module,the student should be able to:Create, develop and trace Java programs.Use software tools such as a Java IDE and an On-line Java compiler.Use appropriate programming skills.Traverse data in the basic data structures in a professional way.D. Key transferable skillsAfter studying the module,the student should be able to:Find information from a range of sources to support a task.Plan medium tasks.Use Java libraries.Use appropriate numerical, mathematical and abstraction skills."
TM111,Introduction to Computing and Information Technology 1,8,"This is an introductory level 1 module, which provides students with a broad introduction to Computing and Information Technology concepts, principles and theories.",-,Help students to develop their understanding about the significant role of computers in our lives.Explore some processes by which sound and images in the real world are captured and stored and may be shared with peers and the wider world through social networking sites.Introduce students to algorithmic thinking and problem-solving skills using examples from everyday life.Enhance student's knowledge about implementing solutions to simple problems in a visual programming.Introduce students to the key concepts and technologies underpinning the communication networks.Prepare the student for further academic study by helping him develop his study skills.,"A. Knowledge and understandingUnderstand the fundamental principles, concepts and techniques underlying Computing and IT.Explore various situations in which Computing and IT systems are used, the ways in which people interact with them, and the possibilities and limitations of such systemsBe aware of the ethical, social and legal issues that can be associated with the development and deployment of Computing & IT systems.Demonstrate an understanding of algorithmic thinking and problem-solving skills using examples from everyday life.Understand the general principles, roles of various components, and the challenges involved in sending data across communication networks.Know how to find, rank and reference information; how to build your information literacy skills and how to interpret data in different forms.B. Cognitive skillsEvaluate key computing and IT concepts in a range of contexts.Apply appropriate techniques and tools for abstracting, modelling, problem solving, designing and testing computing and IT systems.Compare, contrast, critically analyze and refine specifications and implementations of software systems and/or simple hardware systems.Identify situations in which different network technologies may be used.C. Practical and professional skillsCommunicate information, arguments, ideas and issues clearly and in appropriate ways, bearing in mind the audience for and the purpose of your communication.Use appropriate numerical and mathematical skills to carry out calculations and analyze data.Work independently, planning, monitoring, reflecting on and improving your own learningDemonstrate study skills at a level appropriate to higher education, such as study planning, learning from feedback and reading activelyD Key transferable skillsEvaluate computing and IT systems, using appropriate simulation and modelling tools where appropriateUse a range of resources to help you develop as an independent learner.Use information literacy skills, computers and software packages appropriate to the workplace.Communicate appropriately with your tutor and other students using email, online conferences and forums."
TM112,Introduction to Computing and Information Technology 2,8,This module will further develop and extend the skills and knowledge that students will have built up by studying its partner module TM111. The overall focus of TM112 is on developing the students problem solving skills.,M110,"Help students to practice the use of computing and information technologies to solve problems.Explore a variety of information technologies, from basic computer architecture, cloud computing, mobile/wireless and location-based computing Introduces the students to algorithmic thinking and problem-solving skills using examples from everyday life.Enhance student's knowledge about implementing solutions to simple problems in a visual programming.Focus on how to examine computing and information technology problems and solutions in their real-world context, with a focus on information securityDevelop numeracy skills (including algebra) in the context of information technologies and programming activitiesPrepare the student for further academic study by helping him develop his study skills","A. Knowledge and understandingUnderstand the fundamental principles, concepts and techniques underlying Computing and IT.Identify a range of models to support the analysis and design of Computing and IT systemsKnow how to implement solutions to simple problems using Python programming language.Be aware of the of the range of situations in which Computing and IT systems are used, the ways in which people interact with them, and the possibilities and limitations of such systemsUnderstand the ethical, social and legal issues that can be associated with the development and deployment of Computing & IT systemsDescribe major trends in Computing and IT and of the implications of these trendsB. Cognitive skillsEvaluate key computing and IT concepts in a range of contexts.Apply appropriate techniques and tools for abstracting, modelling, problem solving, designing and testing computing and IT systems.Compare, contrast, critically analyze and refine specifications and implementations of software systems and/or simple hardware systems.Carry out a project in computing and IT that applies and extends student's knowledge and understanding, and critically reflect on the processes involved and the outcomes of student's work.C. Practical and professional skillsCommunicate information, arguments, ideas and issues clearly and in appropriate ways, bearing in mind the audience for and the purpose of your communication.Use appropriate numerical and mathematical skills to carry out calculations and analyze data.Work independently, planning, monitoring, reflecting on and improving your own learningDemonstrate study skills at a level appropriate to higher education, such as study planning, learning from feedback and reading activelyD. Key transferable skillsEvaluate computing and IT systems, using appropriate simulation and modelling tools where appropriateUse a range of resources to help you develop as an independent learner.Use information literacy skills, computers and software packages appropriate to the workplace.Communicate appropriately with your tutor and other students using email, online conferences and forums."
TM129,Technologies in Practice,8,"This module provides an opportunity to sample some of the key areas in computing and information technology. Students will be introduced to three subjects as tasters for their future studies and career: robotics, networking and operating systems. Studying these subjects will enable students to develop essential skills if they are considering future employment in the computing and IT industry. Students will also better understand the different routes through the curriculum offered by the faculty of computer studies. They will be applying what they learn to a series of practical activities, to demonstrate their skills and understanding in these areas to potential employers.",M110,"This module aims to:  Provides students with an opportunity to sample some key areas in computing and IT robotics, networking and operating systems.   Develop essential skills for employment in the computing and IT industry.   Recognize the professional and ethical issues associated with the deployment of digital systems.  Gather, evaluate and use different types of information.  Facilitate the management of students self-learning development in term of time management and self-organization skills.",
TM240,Computer Graphics and Multimedia,4,"This module targets to cope with the current advances in computer graphics and multimedia and providing clear and concise explanations of the basic concepts of computer graphics and multimedia. This module is expected to enable students to gain understanding of basics of modelling, viewing, animation principles in both 2D and 3D and the impact of such topics on modern multimedia aspects.",MT132 & TM105,"Introduce all aspects of the hardware and software components of computer graphics.Provide Knowledge to perform 2D and 3D geometric transformations.Describe the algorithms for projection, viewing and clipping of graphs.Identify how to graphics software and hardware.Provide Knowledge to evaluate the performance of graphics systems.","A. Knowledge and understandingUpon completing this module,student should be able to:Describe the basic principles of computer graphics.Explain the different operations in graphics systems such as transformations, projects, views, texturing, lighting, shading, animation and clipping.Select the suitable hardware and software of a graphics system for a specific application.Explain graphics algorithms.Develop graphics applications in Java.B. Cognitive skillsUpon completing this module,student should be able to:Evaluate graphics hardware and software.Compare the different computer graphics applications.Select the suitable graphics hardware for different applications.Evaluate 3D modelling techniques.C. Practical and professional skillsUpon completing this module,student should be able to:Develop graphics applications using advanced APIsApply computer graphics concepts and techniques to develop graphics and visualization applicationsModel 3D objects.D. Key transferable skillsUpon completing this module,student should be able to:Effectively communicate oral and written.Work in a team.Effectively manage resources and time."
TM254,"Managing IT: the why, the what and the how",8,"This module provides a basis for further study of IT management, and introduces the student to many of the concepts that are tested by the BCS Professional Certification in IS Project Management and IT Service Management. In addition, the module will help the student to develop important skills particularly relevant to the workplace, such as written communication skills, information literacy, independent learning, entrepreneurship, critical analysis and team working. In an IT context, the module will provide practitioners with relevant experience, skills and insight into project management and service management. This module aims to",M110,"The overall aim of the module is to give students an introduction to and understanding of the principles, concepts and techniques associated with Project Management and Service Management. The context for the module is Computing and Information Technology, thus project management and service management principles and problems that are specific to this context will be emphasised. Alongside project management and service management will run further strands for database management systems and team working that will be used to illustrate and to put into practice concepts learnt in the other parts of the module. This will provide students with a practical experience of working in a team that is necessary for BCS accreditation and to meet the requirements of the Benchmark Statement in Computing.","A. Knowledge and understandingAt the end of the module, learners will have knowledge andunderstanding of:A1. Demonstrate knowledge and critical understanding of the ITILService Management terminology, practices and framework;the structure and concepts of ITIL, and the core principles ofservice management.A2. Demonstrate knowledge and critical understanding of theprinciples, concepts and techniques associated with theprocess of project management.A3. Describe the various types of project and project lifecyclesand apply them in an information technology context.A4. Reflect on the issues and processes that relate to thecollaborative planning and execution of an informationtechnology project in a virtual contextB. Cognitive skillsAt the end of the module learners will have developed the followingcognitive skills:B1. Apply your knowledge and understanding to a range of issuesand problems in Service Management.B2. Use a variety of techniques to draw up a project plan that willmeet the competing demands of scope, time, cost and quality.B3. Critically appraise a project and its organisation, management,process and outcomes, and reflect on the experience of working in a small team.B4. Apply your knowledge and understanding to a constrained problem and analyse the outcomes.B5. Analyse and specify requirementsB6. Apply the analytical skills of analysis and designB7. Identify key elements of problems and apply problem solving techniques in designing an appropriate modelC. Practical and professional skillsAt the end of the module, learners will be able to:C1. Communicate effectively about the subject, choosingappropriate media, using appropriate notations, terminologyand references for the subject domainC2. Plan and manage your own time to study and to interactelectronically with others.C3. Demonstrate numeracy in understanding, reasoning about and presenting project and service management problemsfrom a quantitative perspective e.g. risk management issues that involve resources such as people, time and money.C4. Provide appropriate, effective documentation for the development processD Key transferable skillsAt the end of the module, learners will be able to:D1. Demonstrate an awareness of the ethical issues relevant to project management and service management.D2. Demonstrate an understanding of the professional certification frameworks in Project Management and ServiceManagement.D3. Have an awareness of the software development processD4. Plan a complex task"
TM255,Communication and Information Technologies,8,"The module is designed to be a broad level 2 ICT module covering subjects such as wireless communications, collaborative working, interaction design and computer security. It particularly supports the ITC pathway of the IT and Computing qualification. The module is specifically designed to progress students towards their study of level 3 ICT modules such as TM355 Communications technology. This is achieved through the choice of technological topics introduced and the development of appropriate study skills and communication skills.",TM112,"Module basic aims:   Increase students knowledge of the basic principles of communication and information systems and technologies, and the issues relating to their use  Develop students ability to apply their understanding of communication and information technologies to learn about new or unfamiliar systems and technologies  develop a variety of skills appropriate to a practitioner in information and communication technologies  teach student work as a group, where the collaboration is via communication technologies.","A. Knowledge and understandingAt the end of the module, learners will have knowledge and understanding of:A1.Understand the key principles and concepts of digital communication and information systems and be aware of their major trends and developments.A2.Have a clear understanding of the key principles of interaction design, its processes and the importance of user centred design.A3.Understand the key concepts, issues and technologies associated with online communication and collaboration.A4.Be able to demonstrate your understanding of the key principles and methods of securing digital data anB. Cognitive skillsAt the end of the module learners will have developed the following cognitive skills:B1.Apply your understanding of the communication and information systems that feature in the module in specified contexts and updating yourself about these systems and technologies as necessary.B2.Use knowledge gained from the module to help you to describe and explain the technologies of communication and information systems and to understand new or unfamiliar communication and information systems in specified situationsB3.Evaluate or compare communication and information systems suggested for a particular need and give a justified recommendation on their appropriateness.B4.Select, adapt and apply suitable interaction design approaches and techniques towards the design of an interactive product.C. Practical and professional skillsAt the end of the module, learners will be able to:C1.Critique draft materials in order to improve themC2.Use standard office and specialised software effectively to support your work, both as an individual and in collaboration with others in a distance setting.C3.Describe and discuss some of the technological, social, legal, ethical and personal issues that relate to communication and information systems and technologiesD Key transferable skillsAt the end of the module, learners will be able to:D1.Communicate complex information, arguments and ideas effectively on a range of topics relating to communication and information systems through a variety of different media, using styles, language and images appropriate to purpose and audience.D2.Use numerical skills to perform basic calculations relating to communication and information systems and analyse data.D3.Work effectively as part of a group in a distance setting where collaboration is undertaken via computer-mediated communication.D4.Communicate effectively about requirements, design,andevaluation activities relating to interactive products."
TM256,Cyber Security,8,"TM256 Cyber security is a compulsory module in the BSc (Honours) in Cyber Security qualification, which is intended one of the second level modules that students on this qualification study. Other modules in the taught module component of the qualification include TM112 (Introduction to computing and IT 2); TM129 (Technologies in practice); TT284 (Web technologies); T216A (Cisco networking (CCNA) part 1); TM311 (Information security); TM359 (Systems penetration testing); TM471 (The computing and IT project) in stage 3.  The focus of the module on Cyber Security is to address the gap in cyber security content within the qualification based on an analysis of other stage 1, stage 2 and stage 3 modules. Areas covered here also includes operating systems security, infrastructure security, application security and foundations of digital forensic.",TM129,"The aim of this module is to introduce and extend certain concepts of each high-level domain such as Systems security, infrastructure, software and platform security, that is not covered in the other modules of the qualification. Specifically, students completing this module will be able to: - Demonstrate competence inskills relevant to systems security. - Understand and apply corresponding legal, social, ethical and professional principles. - Implement a variety ofsystems securitysolutions. - Become proficient insome areas of systems security.","A. Knowledge and understandingAfter studying the module, learners will be able to:A1. Be aware of the principles, methods and tools relevant to the technical and human factors of cyber security.A2. Demonstrate techniques and processes involved in assessment of security infrastructure and related hardware and software controls.A3. Understand theory and practice of systems security that includes identifying associated threats, controls and policies.A4. Describe the governing principles of cyber operations, incident response and management.A5. Discuss of the role of digital forensics within the larger discipline of forensic science and the appropriate use of scientific methods, including the legal requirementsB. Cognitive skillsAt the end of the module, learners will be able to:B1. Recognise threats, vulnerabilities and attack methods and propose appropriate mitigation and security controls towards the design and implementation of secure system and infrastructure.B2. Evaluate the key principles involved in operation and management of cyber incidents.B3. Select appropriate concepts, tools and techniques for a given digital forensics event.C. Practical and professional skillsAt the end of the module, learners will be able to:C1. Demonstrate understanding of prevailing standards applicable to digital forensics and can recognise their application, in a given context.C2. Undertake ongoing learning to keep up-to-date cyber security developments within digital systems.D Key transferable skillsAt the end of the module, learners will be able to:D1. Communicate and analyse problems effectively within computing environments using appropriate personal and technical skills.D2. Formulate arguments and make informed decisions in choosing appropriate techniques in solving a range of technological problems."
TM260,"Security, ethics and privacy in IT and Computing",4,"The ITC specialists must conduct ethically by adhering to the ITC code of conduct  and understand the social, professional and legal context of IT and computing,",-,"The module aims to: increase students awareness of the ethical, professional and legal issues of IT and computing and the responsible use of ITC.Upon the successful completion of this module students will be able to:Consider the ethical issues related to ITC systems.Act ethically while making any profession related decisions.Apply all legal principles to intellectual property and ITC related situation.understand the emerging issues related to ethics in cyberspaceDevelop a sound methodology in resolving ethical conflicts and crisis.Understand the social and ethical issues in the professional practice of computing and technology and their impact on the society..Look up relevant ethical standards as developed by the ACM.State several examples of important ethical principles as they apply to computer science related situations.Identify the ethical issues that relate to computer science in real situations they may encounter and decide whether a given action is ethical as regards computer science professional ethics, and justify that decision.Research and write a professional-quality paper about a topic relating to social, legal, and ethical implications of computer science.","A. Knowledge and understandingAfter completing this module, students will be able to:Understand how ITC could raise social issues and ethical dilemmasUnderstand the historical background of some social, legal, philosophical, political, constitutional and economical issues related to ITCDescribe current social and legal developments related to computers and computer crimeRecognize the existence of computer abuse cases , laws pertaining to themAppreciate the value of technology and identify the ethical and moral situations that must be faced and dealt with.Deepen their understanding of technology and its effects on society.B. Cognitive skillsAfter completing this module, students will be able to:Evaluate the legal and professional impact of ITC in real life contextsAnalyse the effect of ethical issues on IT industry and societyC. Practical and professional skillsAfter completing this module, students will be able to:Effectively identify and analyze professional and legal issues;Promote an ethics of computing in practice;Resolve dilemmas related to ethical, professional and legal ITC issuesD. Key transferable skillsAfter completing this module, students will be able to:Communicate effectively in writing about ethical, legal and professional issues in the ITC contextBecome an independent learner."
TM270,Artificial intelligence,8,"Artificial intelligence and Machine learning skills are becoming more and more essential in the modern job market. Machine Learning Engineer was ranked as one of the top most demanded employees based on the incredible growth of job openings and the average base salary. In this module the student will learn what Artificial Intelligence (AI) is, explore use cases and applications of AI, understand AI basic concepts and terms like symbolic AI, optimization and neural networks.",TM112 & MT141,"This module aims to provide an introduction to the basic principles, techniques, and applications of Artificial Intelligence. Coverage includes symbolic AI, game playing, planning, optimization and neural networks basics.      Students will refine their programming skills developed during (TM110) using AI libraries as well as experiencing programming in AI language tools. Potential areas of further exploration include robotics, natural language processing, and computer vision.","A.Knowledge and understandingUpon completion of this module the student will:Define the aims and motivations for AI.Discover AI concepts and terms like machine learning, neural networks and deep learning.Recognize issues and concerns surrounding AI such as ethics and bias, & jobs.Recite key concepts and methods in evolutionary computation.B.Cognitive skillsUpon completion of this module the student will be able to:Distinguish the different Cognitive Computing phases (Perception, Learning, Reasoning)Associate the different AI primitives to different AI applications.Select and use appropriate mathematical representations for a range of problem solving systems.Compare, contrast and evaluate competing approaches to computational problem solving and the simulation of intelligence.C. Practical and professional skillsUpon completion of this module the student will be able to:Construct different pre-processing primitives for different AI applicationsApply different methods for classification and regression using traditional AI methodsExperiment with different tools for decision support and planningChoose among the different models hyper parameters according to the application and analysis of results.D.Key transferable skillsUpon completion of this module the student will be able to:Measure the different performance indicators for individual AI systems.Rank the different AI methodsAdapt individual Method according to the problem in hand.Assemble different methods for creating appropriate AI pipeline."
TM271,Machine Learning and Deep learning,8,TM271 is a compulsory module in the BSc (Hons) Artificial Intelligence qualification. Machine Learning and Deep Learning techniques are essential for regression and classification tasks and for extracting meaningful insights from data. Students will also study the important techniques of Deep Learning and the strengths and limitations of Machine Learning and AI systems in this module. This module aims to provide students with an in-depth introduction to two main- areas of Machine Learning: supervised and unsupervised. That covers the basics of ML and the deep learning approaches.,TM270 & MT141,"The module aims to learn the concepts behind several machine learning algorithms without going deeply into the mathematics and gain practical experience applying them. It will cover main models and algorithms for regression, classification, clustering and probabilistic classification. Topics such as linear and logistic regression, regularization, probabilistic (Bayesian) inference, SVMs and neural networks, clustering, and dimensionality reduction. The module will assume general familiarity with linear algebra, probability theory, statistics, and programming in Python.","A.Knowledge and understandingAt the end of the module, learners will be expected to:Identify the basic mechanisms of machine/deep learning techniques, including their appropriate usage, limitations, and alternatives.Recognize the key elements and tools used to develop machine/deep learning-based systems, together with their strengths and weaknesses.Identify the social, professional, legal, and ethical issues associated with machine learning systems.B.Cognitive skillsAt the end of the module learners will be expected to:Explain the pros, cons, and limitations of machine/deep learning techniques.Justify why machine/deep learning tools and techniques are either suitable or not for a particular problem or domain.Choose appropriate techniques and tools for designing, implementing, and testing machine/deep learning-based systems, and be aware of their limitations.Critically evaluate machine/deep learning tools and techniques to solve real-world problems.C.Practical and professional skillsAt the end of the module, learners will be expected to:Analyse and evaluate problems and plan strategies for their solution using the suitable machine/deep learning techniques if applicable.Implement a wide range of machine/deep learning techniques within the context of a given task and dataset, using the appropriate toolsAssess the performance of the adopted machine/deep learning techniques including limits of applicability.Select and appropriately pre-process a dataset for machine learning and evaluate how biases inherent in the data will affect the reliability and fairness of the trained machine/deep learning-based system.D.Key transferable skillsAt the end of the module, learners will be expected to:Relate the strengths, weaknesses, and limitations of machine/deep learning to wider social issues, including social justice, privacy and security, and access to resources and services.Communicate information, arguments, ideas, and issues clearly and in appropriate ways, considering the audience and purpose of the communication.Select and use accurately analytical techniques to solve problems.Develop skills to become an independent lifelong learner, as the field moves on."
TM275,Parallel and Distributed Systems,4,"This course introduces students to the fundamentals and techniques of parallel and distributed computing. Topics to be covered include: parallel and distributed computing, concurrency, distributed computing paradigms, inter-process communications, operating system support, client server model, and models of parallel machines. This course has either a direct or indirect links with other courses, including: Introduction to computing and information technology (TM112), Computer Architecture and Organization (TM103), and Python Programming (M110). In addition, students will be capable to choose the proper environments of their final year projects based on the knowledge and skills they gain from this course. Understanding issues like processors capabilities and intercommunication between cores and processors are essential for building high performance systems.",TM103,The aim of thismodule is to:  Provides students with an opportunity to sample some key areas in parallel and distributed computing.   Develop critical skills for deployment in the field of computing and IT industry.   Recognize the professional and ethical issues associated with the deployment of different parallel and distributed methodologies in digital systems.  Use the application of fundamental Computer Science methods and algorithms in the development of parallel applications.  Facilitate the management of students self-learning development in term of time management and self-organization skills.,"A.Knowledge and understandingAfter studying the module, learners will be able to:Develop and apply knowledge of parallel and distributed computing techniques and methodologiesUnderstand the fundamental aspects of parallel and distributed processing, taxonomies of parallel systems, and performance measures for parallel systems.Understand the theoretical limitations of parallel computing.B.Cognitive skillsAfter studying the module, learners will be able to:Explain the design, testing, and performance analysis of a software system, and to be able to communicate that design to others.Formulate and evaluate a hypothesis by proposing, implementing and testing a project.Analyze and critically discuss research papers both in writing and in classC.Practical and professional skillsAfter studying the module, learners will be able to:Apply design, development, and performance analysis of parallel and distributed applications.Be able to design and analyze parallel algorithms for a variety of problems and computational models.Implement parallel applications on modern parallel computing systems, and be able to measure, tune, and report on their performance.D.Key transferable skillsAfter studying the module, learners will be able to:Develop your skills in communicating information accurately and appropriatelyDevelop your skills in finding, selection and evaluation of different paradigms and techniques.Develop your skills in reviewing and monitoring your own learning."
